CustomerID,Recency,Frequency,Monetary,R,F,M,RFMGroup,RFMScore,RFM_Loyalty_Level,Cluster,Color
14218.0,42,1,169.48000000000002,2,4,4,244,10,Silver,0,red
14219.0,4,1,89.94,1,4,4,144,9,Silver,0,red
14220.0,247,2,632.4,4,3,3,433,10,Silver,0,red
14221.0,42,9,3432.8,2,1,1,211,4,Platinum,1,green
14222.0,177,1,683.17,4,4,2,442,10,Silver,0,red
14223.0,92,3,991.13,3,2,2,322,7,Gold,2,blue
14224.0,110,4,1050.12,3,2,2,322,7,Gold,2,blue
14226.0,28,5,2232.19,2,2,1,221,5,Platinum,2,blue
14227.0,26,10,3350.96,2,1,1,211,4,Platinum,1,green
14229.0,51,3,1547.2,3,2,2,322,7,Gold,2,blue
14231.0,183,3,925.71,4,2,2,422,8,Gold,2,blue
14232.0,42,5,2048.07,2,2,1,221,5,Platinum,2,blue
14233.0,49,4,1462.72,2,2,2,222,6,Gold,2,blue
14234.0,22,4,775.46,2,2,2,222,6,Gold,2,blue
14235.0,75,5,3144.86,3,2,1,321,6,Gold,2,blue
14236.0,80,2,490.86,3,3,3,333,9,Silver,0,red
14237.0,373,1,161.0,4,4,4,444,12,Bronze,0,red
14238.0,326,1,146.85,4,4,4,444,12,Bronze,0,red
14239.0,43,11,2380.85,2,1,1,211,4,Platinum,1,green
14240.0,30,2,890.34,2,3,2,232,7,Gold,2,blue
14241.0,183,1,213.70000000000002,4,4,4,444,12,Bronze,0,red
14242.0,234,2,280.55,4,3,4,434,11,Bronze,0,red
14243.0,8,10,2588.77,1,1,1,111,3,Platinum,1,green
14245.0,219,2,1693.45,4,3,1,431,8,Gold,2,blue
14246.0,110,3,1474.06,3,2,2,322,7,Gold,2,blue
14247.0,278,1,136.76999999999998,4,4,4,444,12,Bronze,0,red
14248.0,318,1,302.58,4,4,3,443,11,Bronze,0,red
14250.0,7,3,1904.05,1,2,1,121,4,Platinum,2,blue
14251.0,1,5,2879.7000000000003,1,2,1,121,4,Platinum,1,green
14256.0,260,2,969.0600000000001,4,3,2,432,9,Silver,0,red
14257.0,64,5,3099.7200000000003,3,2,1,321,6,Gold,2,blue
14258.0,9,9,12669.98,1,1,1,111,3,Platinum,1,green
14259.0,141,1,120.0,3,4,4,344,11,Bronze,0,red
14261.0,50,2,1163.45,2,3,2,232,7,Gold,2,blue
14262.0,8,8,2618.23,1,1,1,111,3,Platinum,1,green
14264.0,154,2,333.97,4,3,3,433,10,Silver,0,red
14267.0,162,3,1516.24,4,2,2,422,8,Gold,2,blue
14270.0,331,1,492.65000000000003,4,4,3,443,11,Bronze,0,red
14271.0,225,1,112.32,4,4,4,444,12,Bronze,0,red
14272.0,73,2,437.96,3,3,3,333,9,Silver,0,red
14273.0,51,4,559.97,3,2,3,323,8,Gold,2,blue
14276.0,98,3,1119.74,3,2,2,322,7,Gold,2,blue
14280.0,196,1,134.04,4,4,4,444,12,Bronze,0,red
14282.0,3,15,3729.34,1,1,1,111,3,Platinum,1,green
14284.0,30,2,595.25,2,3,3,233,8,Gold,2,blue
14285.0,21,4,1910.01,2,2,1,221,5,Platinum,2,blue
14286.0,23,3,4628.75,2,2,1,221,5,Platinum,2,blue
14287.0,8,3,176.63,1,2,4,124,7,Gold,2,blue
14288.0,213,1,426.6,4,4,3,443,11,Bronze,0,red
14289.0,8,6,911.26,1,1,2,112,4,Platinum,2,blue
14290.0,11,5,2314.65,1,2,1,121,4,Platinum,1,green
14291.0,1,11,3883.25,1,1,1,111,3,Platinum,1,green
14292.0,7,9,4871.93,1,1,1,111,3,Platinum,1,green
14293.0,3,4,1046.56,1,2,2,122,5,Platinum,1,green
14295.0,40,1,166.20000000000002,2,4,4,244,10,Silver,0,red
14297.0,17,4,1305.33,1,2,2,122,5,Platinum,2,blue
14298.0,8,44,51527.3,1,1,1,111,3,Platinum,1,green
14299.0,8,9,3965.62,1,1,1,111,3,Platinum,1,green
14300.0,18,1,43.2,2,4,4,244,10,Silver,0,red
14301.0,117,1,640.14,3,4,3,343,10,Silver,0,red
14304.0,222,1,383.45,4,4,3,443,11,Bronze,0,red
14305.0,71,3,1858.96,3,2,1,321,6,Gold,2,blue
14306.0,51,2,2093.32,3,3,1,331,7,Gold,2,blue
14307.0,88,6,2995.72,3,1,1,311,5,Platinum,2,blue
14309.0,8,9,2352.53,1,1,1,111,3,Platinum,1,green
14311.0,242,1,310.26,4,4,3,443,11,Bronze,0,red
14312.0,46,6,1611.59,2,1,1,211,4,Platinum,2,blue
14314.0,106,1,120.0,3,4,4,344,11,Bronze,0,red
14315.0,44,6,2481.13,2,1,1,211,4,Platinum,2,blue
14317.0,64,1,508.58000000000004,3,4,3,343,10,Silver,0,red
14320.0,206,2,477.79,4,3,3,433,10,Silver,0,red
14321.0,10,5,1530.75,1,2,2,122,5,Platinum,2,blue
14323.0,114,2,605.0600000000001,3,3,3,333,9,Silver,0,red
14326.0,242,1,183.85,4,4,4,444,12,Bronze,0,red
14327.0,163,1,311.65,4,4,3,443,11,Bronze,0,red
14329.0,17,7,5014.84,1,1,1,111,3,Platinum,1,green
14331.0,124,2,462.65999999999997,3,3,3,333,9,Silver,0,red
14332.0,22,3,866.31,2,2,2,222,6,Gold,2,blue
14333.0,67,1,415.2,3,4,3,343,10,Silver,0,red
14334.0,16,8,2552.21,1,1,1,111,3,Platinum,1,green
14336.0,16,4,1614.91,1,2,1,121,4,Platinum,2,blue
14338.0,161,2,588.22,4,3,3,433,10,Silver,0,red
14339.0,242,1,309.52,4,4,3,443,11,Bronze,0,red
14340.0,218,1,134.7,4,4,4,444,12,Bronze,0,red
14341.0,45,8,2182.28,2,1,1,211,4,Platinum,2,blue
14342.0,21,4,668.5600000000001,2,2,2,222,6,Gold,2,blue
14344.0,127,8,889.9300000000001,3,1,2,312,6,Gold,2,blue
14345.0,38,1,108.97999999999999,2,4,4,244,10,Silver,0,red
14346.0,120,2,1021.58,3,3,2,332,8,Gold,2,blue
14348.0,260,1,409.57,4,4,3,443,11,Bronze,0,red
14349.0,10,1,133.5,1,4,4,144,9,Silver,0,red
14350.0,274,1,282.93,4,4,4,444,12,Bronze,0,red
14351.0,164,1,51.0,4,4,4,444,12,Bronze,0,red
14352.0,157,4,1078.96,4,2,2,422,8,Gold,2,blue
14353.0,215,1,90.6,4,4,4,444,12,Bronze,0,red
14354.0,5,2,163.62,1,3,4,134,8,Gold,2,blue
14355.0,365,1,174.4,4,4,4,444,12,Bronze,0,red
14356.0,79,2,701.23,3,3,2,332,8,Gold,2,blue
14357.0,43,1,225.77,2,4,4,244,10,Silver,0,red
14359.0,19,3,912.18,2,2,2,222,6,Gold,2,blue
14360.0,31,4,2128.23,2,2,1,221,5,Platinum,2,blue
14362.0,22,1,161.2,2,4,4,244,10,Silver,0,red
14364.0,108,8,3717.35,3,1,1,311,5,Platinum,2,blue
14367.0,8,16,9261.52,1,1,1,111,3,Platinum,1,green
14368.0,319,1,155.0,4,4,4,444,12,Bronze,0,red
14371.0,295,1,100.5,4,4,4,444,12,Bronze,0,red
14373.0,358,1,76.55,4,4,4,444,12,Bronze,0,red
14375.0,185,1,257.68,4,4,4,444,12,Bronze,0,red
14377.0,191,2,617.05,4,3,3,433,10,Silver,0,red
14379.0,44,2,348.1,2,3,3,233,8,Gold,0,red
14381.0,52,1,202.68,3,4,4,344,11,Bronze,0,red
14382.0,26,1,626.0699999999999,2,4,3,243,9,Silver,0,red
14383.0,38,3,1247.69,2,2,2,222,6,Gold,2,blue
14385.0,9,3,202.11,1,2,4,124,7,Gold,2,blue
14386.0,296,1,142.4,4,4,4,444,12,Bronze,0,red
14387.0,32,3,1770.56,2,2,1,221,5,Platinum,2,blue
14388.0,10,8,3212.84,1,1,1,111,3,Platinum,1,green
14389.0,65,2,1043.46,3,3,2,332,8,Gold,2,blue
14390.0,10,9,4652.82,1,1,1,111,3,Platinum,1,green
14393.0,218,1,67.95,4,4,4,444,12,Bronze,0,red
14395.0,2,9,3507.71,1,1,1,111,3,Platinum,1,green
14396.0,65,2,487.99,3,3,3,333,9,Silver,0,red
14397.0,2,19,2612.96,1,1,1,111,3,Platinum,1,green
14400.0,149,1,574.7,4,4,3,443,11,Bronze,0,red
14401.0,4,13,4051.48,1,1,1,111,3,Platinum,1,green
14403.0,130,4,1475.81,3,2,2,322,7,Gold,2,blue
14404.0,33,6,1474.32,2,1,2,212,5,Platinum,2,blue
14406.0,119,1,156.75,3,4,4,344,11,Bronze,0,red
14407.0,107,6,2157.73,3,1,1,311,5,Platinum,2,blue
14408.0,10,7,2606.53,1,1,1,111,3,Platinum,1,green
14409.0,71,6,2059.4500000000003,3,1,1,311,5,Platinum,2,blue
14410.0,92,9,1105.07,3,1,2,312,6,Gold,2,blue
14411.0,310,1,1063.0,4,4,2,442,10,Silver,0,red
14412.0,42,2,770.03,2,3,2,232,7,Gold,2,blue
14413.0,362,1,122.7,4,4,4,444,12,Bronze,0,red
14414.0,91,7,1496.98,3,1,2,312,6,Gold,2,blue
14415.0,1,13,5900.28,1,1,1,111,3,Platinum,1,green
14416.0,22,2,490.22,2,3,3,233,8,Gold,2,blue
14418.0,3,3,1937.25,1,2,1,121,4,Platinum,1,green
14419.0,10,6,1058.06,1,1,2,112,4,Platinum,2,blue
14420.0,99,1,387.52,3,4,3,343,10,Silver,0,red
14421.0,57,2,813.11,3,3,2,332,8,Gold,2,blue
14422.0,1,6,4263.64,1,1,1,111,3,Platinum,1,green
14423.0,218,1,265.2,4,4,4,444,12,Bronze,0,red
14424.0,17,1,322.08,1,4,3,143,8,Gold,0,red
14426.0,23,10,4481.67,2,1,1,211,4,Platinum,1,green
14427.0,50,2,363.34000000000003,2,3,3,233,8,Gold,0,red
14428.0,7,5,1244.83,1,2,2,122,5,Platinum,1,green
14431.0,302,1,470.36,4,4,3,443,11,Bronze,0,red
14432.0,9,6,2255.51,1,1,1,111,3,Platinum,1,green
14434.0,21,6,1372.8,2,1,2,212,5,Platinum,2,blue
14436.0,98,1,89.06,3,4,4,344,11,Bronze,0,red
14437.0,365,1,63.0,4,4,4,444,12,Bronze,0,red
14438.0,306,1,131.9,4,4,4,444,12,Bronze,0,red
14440.0,8,5,2357.6800000000003,1,2,1,121,4,Platinum,1,green
14441.0,1,4,1712.89,1,2,1,121,4,Platinum,1,green
14443.0,53,4,1420.2,3,2,2,322,7,Gold,2,blue
14446.0,1,4,1039.58,1,2,2,122,5,Platinum,1,green
14447.0,18,5,1163.23,2,2,2,222,6,Gold,2,blue
14448.0,9,2,375.35,1,3,3,133,7,Gold,2,blue
14449.0,18,4,907.1,2,2,2,222,6,Gold,2,blue
14450.0,180,3,483.25,4,2,3,423,9,Silver,0,red
14451.0,60,2,662.59,3,3,2,332,8,Gold,2,blue
14452.0,10,2,264.44,1,3,4,134,8,Gold,2,blue
14453.0,190,1,119.93,4,4,4,444,12,Bronze,0,red
14456.0,5,9,3062.4,1,1,1,111,3,Platinum,1,green
14457.0,310,1,113.64,4,4,4,444,12,Bronze,0,red
14459.0,155,1,1837.92,4,4,1,441,9,Silver,0,red
14460.0,110,3,434.34,3,2,3,323,8,Gold,2,blue
14461.0,148,3,2103.06,4,2,1,421,7,Gold,2,blue
14462.0,66,11,2004.02,3,1,1,311,5,Platinum,2,blue
14463.0,98,3,529.62,3,2,3,323,8,Gold,2,blue
14465.0,246,3,1058.6200000000001,4,2,2,422,8,Gold,2,blue
14466.0,29,7,2272.4,2,1,1,211,4,Platinum,2,blue
14467.0,17,4,598.76,1,2,3,123,6,Gold,2,blue
14470.0,11,2,461.19,1,3,3,133,7,Gold,2,blue
14472.0,103,8,1936.84,3,1,1,311,5,Platinum,2,blue
14473.0,74,2,234.34000000000003,3,3,4,334,10,Silver,0,red
14474.0,46,1,547.66,2,4,3,243,9,Silver,0,red
14475.0,71,3,925.85,3,2,2,322,7,Gold,2,blue
14476.0,257,1,215.7,4,4,4,444,12,Bronze,0,red
14477.0,19,4,1309.6,2,2,2,222,6,Gold,2,blue
14479.0,253,2,316.25,4,3,3,433,10,Silver,0,red
14480.0,11,1,279.05,1,4,4,144,9,Silver,0,red
14481.0,164,2,636.51,4,3,3,433,10,Silver,0,red
14482.0,18,6,2068.15,2,1,1,211,4,Platinum,2,blue
14483.0,281,1,137.1,4,4,4,444,12,Bronze,0,red
14484.0,50,1,321.92,2,4,3,243,9,Silver,0,red
14485.0,38,1,165.75,2,4,4,244,10,Silver,0,red
14487.0,26,6,1196.33,2,1,2,212,5,Platinum,2,blue
14488.0,67,1,1064.28,3,4,2,342,9,Silver,0,red
14489.0,207,1,463.38,4,4,3,443,11,Bronze,0,red
14491.0,175,2,340.93,4,3,3,433,10,Silver,0,red
14493.0,7,5,2383.2400000000002,1,2,1,121,4,Platinum,1,green
14494.0,25,1,139.56,2,4,4,244,10,Silver,0,red
14495.0,50,2,123.8,2,3,4,234,9,Silver,0,red
14496.0,311,2,538.8100000000001,4,3,3,433,10,Silver,0,red
14497.0,309,1,475.37,4,4,3,443,11,Bronze,0,red
14498.0,42,5,1957.32,2,2,1,221,5,Platinum,2,blue
14499.0,26,3,815.32,2,2,2,222,6,Gold,2,blue
14500.0,88,3,356.85,3,2,3,323,8,Gold,2,blue
14501.0,183,2,251.21,4,3,4,434,11,Bronze,0,red
14502.0,19,11,2470.67,2,1,1,211,4,Platinum,1,green
14503.0,3,6,3543.26,1,1,1,111,3,Platinum,1,green
14504.0,47,4,673.26,2,2,2,222,6,Gold,2,blue
14505.0,17,8,5905.64,1,1,1,111,3,Platinum,1,green
14506.0,17,5,2012.17,1,2,1,121,4,Platinum,2,blue
14507.0,23,6,1383.18,2,1,2,212,5,Platinum,2,blue
14508.0,22,2,276.42,2,3,4,234,9,Silver,2,blue
14511.0,11,5,1314.81,1,2,2,122,5,Platinum,2,blue
14512.0,187,2,275.28,4,3,4,434,11,Bronze,0,red
14513.0,100,3,455.59000000000003,3,2,3,323,8,Gold,2,blue
14514.0,61,3,1055.35,3,2,2,322,7,Gold,2,blue
14515.0,17,6,2102.09,1,1,1,111,3,Platinum,1,green
14517.0,33,2,330.45,2,3,3,233,8,Gold,2,blue
14518.0,64,1,174.37,3,4,4,344,11,Bronze,0,red
14520.0,1,2,270.6,1,3,4,134,8,Gold,2,blue
14522.0,24,4,974.54,2,2,2,222,6,Gold,2,blue
14523.0,108,1,241.09,3,4,4,344,11,Bronze,0,red
14524.0,31,9,1867.68,2,1,1,211,4,Platinum,1,green
14525.0,19,9,4332.2,2,1,1,211,4,Platinum,1,green
14527.0,2,55,8508.82,1,1,1,111,3,Platinum,1,green
14528.0,37,1,364.21999999999997,2,4,3,243,9,Silver,0,red
14529.0,60,3,620.04,3,2,3,323,8,Gold,2,blue
14530.0,25,6,2925.91,2,1,1,211,4,Platinum,1,green
14532.0,236,4,932.85,4,2,2,422,8,Gold,2,blue
14533.0,24,7,1949.72,2,1,1,211,4,Platinum,2,blue
14534.0,2,18,4447.05,1,1,1,111,3,Platinum,1,green
14535.0,60,3,2864.19,3,2,1,321,6,Gold,2,blue
14536.0,259,1,171.8,4,4,4,444,12,Bronze,0,red
14537.0,57,1,355.56,3,4,3,343,10,Silver,0,red
14538.0,64,2,388.25,3,3,3,333,9,Silver,0,red
14539.0,15,2,537.48,1,3,3,133,7,Gold,2,blue
14540.0,9,3,996.26,1,2,2,122,5,Platinum,2,blue
14541.0,58,8,1461.65,3,1,2,312,6,Gold,2,blue
14542.0,185,1,103.25,4,4,4,444,12,Bronze,0,red
14543.0,28,16,3630.33,2,1,1,211,4,Platinum,1,green
14544.0,24,2,2024.45,2,3,1,231,6,Gold,2,blue
14546.0,5,5,2578.09,1,2,1,121,4,Platinum,1,green
14547.0,3,8,4007.54,1,1,1,111,3,Platinum,1,green
14548.0,150,2,652.8,4,3,2,432,9,Silver,0,red
14549.0,311,1,289.24,4,4,4,444,12,Bronze,0,red
14550.0,10,2,765.62,1,3,2,132,6,Gold,2,blue
14551.0,18,2,186.23,2,3,4,234,9,Silver,0,red
14552.0,151,1,165.07,4,4,4,444,12,Bronze,0,red
14553.0,19,5,859.27,2,2,2,222,6,Gold,2,blue
14554.0,10,4,2381.04,1,2,1,121,4,Platinum,1,green
14555.0,57,2,324.14,3,3,3,333,9,Silver,0,red
14557.0,85,1,788.38,3,4,2,342,9,Silver,0,red
14560.0,7,22,2237.77,1,1,1,111,3,Platinum,1,green
14561.0,75,3,1080.76,3,2,2,322,7,Gold,2,blue
14562.0,3,18,5074.77,1,1,1,111,3,Platinum,1,green
14565.0,95,4,3099.12,3,2,1,321,6,Gold,2,blue
14567.0,56,2,1530.3600000000001,3,3,2,332,8,Gold,2,blue
14569.0,1,1,227.39,1,4,4,144,9,Silver,2,blue
14570.0,280,2,218.06,4,3,4,434,11,Bronze,0,red
14572.0,3,7,2832.84,1,1,1,111,3,Platinum,1,green
14573.0,179,9,1653.42,4,1,1,411,6,Gold,2,blue
14576.0,372,1,35.400000000000006,4,4,4,444,12,Bronze,0,red
14577.0,12,4,859.71,1,2,2,122,5,Platinum,2,blue
14578.0,3,1,168.63,1,4,4,144,9,Silver,0,red
14581.0,16,1,138.6,1,4,4,144,9,Silver,0,red
14582.0,40,1,114.11,2,4,4,244,10,Silver,0,red
14583.0,5,5,1052.55,1,2,2,122,5,Platinum,1,green
14584.0,169,4,1042.26,4,2,2,422,8,Gold,2,blue
14585.0,50,1,157.05,2,4,4,244,10,Silver,0,red
14586.0,276,1,237.36,4,4,4,444,12,Bronze,0,red
14587.0,18,9,1601.14,2,1,1,211,4,Platinum,1,green
14589.0,371,1,39.75,4,4,4,444,12,Bronze,0,red
14591.0,15,4,1447.14,1,2,2,122,5,Platinum,2,blue
14592.0,35,3,570.46,2,2,3,223,7,Gold,2,blue
14593.0,21,3,617.99,2,2,3,223,7,Gold,2,blue
14594.0,7,2,379.83,1,3,3,133,7,Gold,2,blue
14595.0,19,6,1740.6,2,1,1,211,4,Platinum,2,blue
14597.0,11,2,883.15,1,3,2,132,6,Gold,2,blue
14598.0,44,1,221.97,2,4,4,244,10,Silver,0,red
14600.0,305,1,393.33000000000004,4,4,3,443,11,Bronze,0,red
14601.0,10,1,213.96,1,4,4,144,9,Silver,0,red
14603.0,274,1,660.0,4,4,2,442,10,Silver,0,red
14606.0,1,93,12156.65,1,1,1,111,3,Platinum,1,green
14607.0,15,14,16569.5,1,1,1,111,3,Platinum,1,green
14608.0,4,4,1785.15,1,2,1,121,4,Platinum,1,green
14609.0,72,4,601.56,3,2,3,323,8,Gold,2,blue
14616.0,242,3,406.08000000000004,4,2,3,423,9,Silver,0,red
14618.0,9,3,553.44,1,2,3,123,6,Gold,2,blue
14619.0,245,1,394.44,4,4,3,443,11,Bronze,0,red
14620.0,205,2,412.78000000000003,4,3,3,433,10,Silver,0,red
14621.0,1,5,1788.3600000000001,1,2,1,121,4,Platinum,1,green
14622.0,184,1,320.58000000000004,4,4,3,443,11,Bronze,0,red
14623.0,32,5,889.25,2,2,2,222,6,Gold,2,blue
14624.0,57,2,225.85,3,3,4,334,10,Silver,0,red
14625.0,196,2,899.63,4,3,2,432,9,Silver,0,red
14626.0,23,4,2791.27,2,2,1,221,5,Platinum,2,blue
14628.0,91,2,671.96,3,3,2,332,8,Gold,2,blue
14629.0,4,2,959.01,1,3,2,132,6,Gold,2,blue
14631.0,50,3,1006.98,2,2,2,222,6,Gold,2,blue
14632.0,262,1,114.56,4,4,4,444,12,Bronze,0,red
14633.0,266,1,344.90000000000003,4,4,3,443,11,Bronze,0,red
14636.0,36,2,609.85,2,3,3,233,8,Gold,2,blue
14638.0,50,1,443.6,2,4,3,243,9,Silver,0,red
14639.0,52,6,2984.49,3,1,1,311,5,Platinum,2,blue
14640.0,24,6,2125.08,2,1,1,211,4,Platinum,2,blue
14641.0,21,1,110.46,2,4,4,244,10,Silver,0,red
14642.0,58,1,96.12,3,4,4,344,11,Bronze,0,red
14643.0,170,2,693.8100000000001,4,3,2,432,9,Silver,0,red
14644.0,67,2,830.76,3,3,2,332,8,Gold,2,blue
14645.0,156,2,597.09,4,3,3,433,10,Silver,0,red
14647.0,201,1,243.22,4,4,4,444,12,Bronze,0,red
14649.0,4,4,1417.29,1,2,2,122,5,Platinum,1,green
14651.0,67,2,654.6,3,3,2,332,8,Gold,2,blue
14652.0,77,1,114.18,3,4,4,344,11,Bronze,0,red
14653.0,1,7,1947.55,1,1,1,111,3,Platinum,1,green
14655.0,8,4,1932.23,1,2,1,121,4,Platinum,1,green
14656.0,169,2,291.05,4,3,4,434,11,Bronze,0,red
14657.0,17,4,848.22,1,2,2,122,5,Platinum,2,blue
14658.0,5,2,247.15,1,3,4,134,8,Gold,2,blue
14659.0,8,9,2529.93,1,1,1,111,3,Platinum,1,green
14660.0,86,2,285.74,3,3,4,334,10,Silver,0,red
14661.0,26,1,107.95,2,4,4,244,10,Silver,0,red
14662.0,28,4,771.17,2,2,2,222,6,Gold,2,blue
14664.0,19,2,637.89,2,3,3,233,8,Gold,2,blue
14665.0,60,5,1835.7,3,2,1,321,6,Gold,2,blue
14666.0,24,1,195.25,2,4,4,244,10,Silver,0,red
14667.0,10,25,9241.2,1,1,1,111,3,Platinum,1,green
14669.0,241,3,1269.99,4,2,2,422,8,Gold,2,blue
14670.0,280,2,411.53,4,3,3,433,10,Silver,0,red
14672.0,234,2,765.55,4,3,2,432,9,Silver,0,red
14673.0,3,5,1736.4,1,2,1,121,4,Platinum,1,green
14675.0,16,1,604.75,1,4,3,143,8,Gold,2,blue
14676.0,31,6,2548.2400000000002,2,1,1,211,4,Platinum,2,blue
14680.0,25,16,28754.11,2,1,1,211,4,Platinum,1,green
14681.0,71,3,498.95,3,2,3,323,8,Gold,2,blue
14682.0,187,2,52.0,4,3,4,434,11,Bronze,0,red
14684.0,25,5,1236.28,2,2,2,222,6,Gold,2,blue
14687.0,106,1,628.38,3,4,3,343,10,Silver,0,red
14688.0,7,21,5630.87,1,1,1,111,3,Platinum,1,green
14689.0,208,1,112.8,4,4,4,444,12,Bronze,0,red
14690.0,44,2,371.7,2,3,3,233,8,Gold,0,red
14691.0,30,5,2114.33,2,2,1,221,5,Platinum,2,blue
14692.0,137,4,591.55,3,2,3,323,8,Gold,2,blue
14693.0,264,1,172.9,4,4,4,444,12,Bronze,0,red
14696.0,4,7,2078.95,1,1,1,111,3,Platinum,1,green
14697.0,218,2,188.60999999999999,4,3,4,434,11,Bronze,0,red
14698.0,1,5,1250.76,1,2,2,122,5,Platinum,1,green
14699.0,214,1,109.13000000000001,4,4,4,444,12,Bronze,0,red
14700.0,32,3,2235.3,2,2,1,221,5,Platinum,2,blue
14701.0,10,9,2549.37,1,1,1,111,3,Platinum,1,green
14702.0,1,17,3292.14,1,1,1,111,3,Platinum,1,green
14703.0,14,1,318.17,1,4,3,143,8,Gold,0,red
14704.0,11,9,1546.91,1,1,2,112,4,Platinum,1,green
14705.0,198,1,179.0,4,4,4,444,12,Bronze,0,red
14708.0,2,3,1126.37,1,2,2,122,5,Platinum,1,green
14709.0,15,13,4921.04,1,1,1,111,3,Platinum,1,green
14710.0,14,4,606.13,1,2,3,123,6,Gold,2,blue
14711.0,10,11,2868.8,1,1,1,111,3,Platinum,1,green
14712.0,29,3,917.07,2,2,2,222,6,Gold,2,blue
14713.0,9,11,2666.36,1,1,1,111,3,Platinum,1,green
14714.0,24,1,160.19,2,4,4,244,10,Silver,0,red
14715.0,24,4,867.38,2,2,2,222,6,Gold,2,blue
14716.0,43,2,329.68,2,3,3,233,8,Gold,0,red
14719.0,1,5,1602.13,1,2,1,121,4,Platinum,1,green
14720.0,5,3,663.81,1,2,2,122,5,Platinum,2,blue
14722.0,147,1,187.92000000000002,4,4,4,444,12,Bronze,0,red
14723.0,10,6,1158.3,1,1,2,112,4,Platinum,2,blue
14725.0,24,1,718.08,2,4,2,242,8,Gold,2,blue
14727.0,274,1,268.58,4,4,4,444,12,Bronze,0,red
14729.0,373,1,313.49,4,4,3,443,11,Bronze,0,red
14730.0,1,8,2005.06,1,1,1,111,3,Platinum,1,green
14731.0,47,3,380.02,2,2,3,223,7,Gold,2,blue
14732.0,8,8,2702.4900000000002,1,1,1,111,3,Platinum,1,green
14733.0,16,12,9585.91,1,1,1,111,3,Platinum,1,green
14735.0,3,32,6065.69,1,1,1,111,3,Platinum,1,green
14737.0,3,3,1164.55,1,2,2,122,5,Platinum,2,blue
14738.0,42,7,1314.45,2,1,2,212,5,Platinum,2,blue
14739.0,4,7,3902.28,1,1,1,111,3,Platinum,1,green
14740.0,197,3,1448.21,4,2,2,422,8,Gold,2,blue
14741.0,11,6,1400.34,1,1,2,112,4,Platinum,1,green
14744.0,16,7,1099.98,1,1,2,112,4,Platinum,2,blue
14745.0,112,5,1220.26,3,2,2,322,7,Gold,2,blue
14747.0,249,1,328.2,4,4,3,443,11,Bronze,0,red
14748.0,29,5,1415.75,2,2,2,222,6,Gold,2,blue
14752.0,43,1,389.64,2,4,3,243,9,Silver,0,red
14753.0,87,1,563.15,3,4,3,343,10,Silver,0,red
14754.0,44,2,638.05,2,3,3,233,8,Gold,2,blue
14755.0,9,11,5010.28,1,1,1,111,3,Platinum,1,green
14756.0,15,1,738.96,1,4,2,142,7,Gold,2,blue
14757.0,75,1,420.5,3,4,3,343,10,Silver,0,red
14758.0,144,4,1484.06,4,2,2,422,8,Gold,2,blue
14759.0,4,3,1625.97,1,2,1,121,4,Platinum,1,green
14760.0,297,1,89.2,4,4,4,444,12,Bronze,0,red
14761.0,58,2,255.9,3,3,4,334,10,Silver,0,red
14762.0,263,1,300.52,4,4,3,443,11,Bronze,0,red
14764.0,46,1,278.3,2,4,4,244,10,Silver,0,red
14765.0,29,3,254.11,2,2,4,224,8,Gold,2,blue
14766.0,8,6,2473.37,1,1,1,111,3,Platinum,1,green
14768.0,17,2,192.60000000000002,1,3,4,134,8,Gold,0,red
14769.0,2,8,10674.75,1,1,1,111,3,Platinum,1,green
14770.0,232,2,876.42,4,3,2,432,9,Silver,0,red
14772.0,112,1,139.26,3,4,4,344,11,Bronze,0,red
14775.0,58,3,1011.9,3,2,2,322,7,Gold,2,blue
14776.0,51,11,2538.3,3,1,1,311,5,Platinum,1,green
14778.0,127,2,730.86,3,3,2,332,8,Gold,0,red
14779.0,280,3,386.15,4,2,3,423,9,Silver,0,red
14780.0,54,2,447.68,3,3,3,333,9,Silver,2,blue
14782.0,319,1,200.10000000000002,4,4,4,444,12,Bronze,0,red
14784.0,26,2,289.99,2,3,4,234,9,Silver,2,blue
14785.0,10,2,77.4,1,3,4,134,8,Gold,0,red
14788.0,7,2,679.4399999999999,1,3,2,132,6,Gold,2,blue
14789.0,28,1,197.64,2,4,4,244,10,Silver,0,red
14790.0,16,4,745.06,1,2,2,122,5,Platinum,2,blue
14792.0,63,1,6.2,3,4,4,344,11,Bronze,0,red
14793.0,21,1,228.99,2,4,4,244,10,Silver,0,red
14794.0,2,7,1319.91,1,1,2,112,4,Platinum,1,green
14795.0,166,1,131.45000000000002,4,4,4,444,12,Bronze,0,red
14796.0,1,17,8022.49,1,1,1,111,3,Platinum,1,green
14798.0,52,3,173.74,3,2,4,324,9,Silver,0,red
14799.0,51,1,157.7,3,4,4,344,11,Bronze,0,red
14800.0,47,12,4339.74,2,1,1,211,4,Platinum,1,green
14801.0,61,1,193.14,3,4,4,344,11,Bronze,0,red
14803.0,162,3,845.55,4,2,2,422,8,Gold,2,blue
14804.0,8,1,353.27,1,4,3,143,8,Gold,0,red
14805.0,15,4,554.65,1,2,3,123,6,Gold,2,blue
14806.0,75,1,193.39000000000001,3,4,4,344,11,Bronze,0,red
14808.0,39,8,2741.17,2,1,1,211,4,Platinum,1,green
14810.0,40,11,2087.88,2,1,1,211,4,Platinum,1,green
